tjid,fgId,MLBAMID,espnId,NameASCII,C,1B,2B,SS,3B,OF,Util,SP,RP
dylandodd,29928,689266,4416462,Dylan Dodd,False,False,False,False,False,False,False,False,True
dylanmoore,18042,664238,40593,Dylan Moore,False,False,True,True,False,True,True,False,False
kylebackhus,29615,679775,4221113,Kyle Backhus,False,False,False,False,False,False,False,False,True
zachagnos,31552,688642,5207459,Zach Agnos,False,False,False,False,False,False,False,False,True
johnrooney,24590,680701,41330,John Rooney,False,False,False,False,False,False,False,False,True
connorbrogdon,21205,641401,41515,Connor Brogdon,False,False,False,False,False,False,False,False,True
davidfry,24934,681807,41672,David Fry,False,False,False,False,False,False,True,False,False
harryford,29958,695670,4872682,Harry Ford,True,False,False,False,False,False,True,False,False
andrewalvarez,29914,674841,4300668,Andrew Alvarez,False,False,False,False,False,False,False,True,False
ryanmountcastle,18373,663624,34940,Ryan Mountcastle,False,True,False,False,False,False,True,False,False
valentebellozo,23899,678368,5216700,Valente Bellozo,False,False,False,False,False,False,False,True,True
luismey,25620,682825,4722939,Luis Mey,False,False,False,False,False,False,False,False,True
jakefraley,19260,641584,37974,Jake Fraley,False,False,False,False,False,True,True,False,False
ronmarinaccio,23488,676760,4228723,Ron Marinaccio,False,False,False,False,False,False,False,False,True
richardfitts,30160,690916,4414243,Richard Fitts,False,False,False,False,False,False,False,True,False
timmayza,15042,641835,35773,Tim Mayza,False,False,False,False,False,False,False,False,True
lukelittle,28036,681432,4683355,Luke Little,False,False,False,False,False,False,False,False,True
jonathanloaisiga,19753,642528,39807,Jonathan Loaisiga,False,False,False,False,False,False,False,False,True
joshsimpson,25957,681006,4151347,Josh Simpson,False,False,False,False,False,False,False,False,True
drewgilbert,31545,687551,4619467,Drew Gilbert,False,False,False,False,False,True,True,False,False
maximoacosta,27963,691185,42413,Maximo Acosta,False,False,True,True,True,False,True,False,False
alekmanoah,26410,666201,42436,Alek Manoah,False,False,False,False,False,False,False,True,False
ryangusto,26440,687473,5131986,Ryan Gusto,False,False,False,False,False,False,False,True,True
brockstewart,16727,592779,35997,Brock Stewart,False,False,False,False,False,False,False,False,True
richardlovelady,19337,663992,39856,Richard Lovelady,False,False,False,False,False,False,False,False,True
loganallen1,27589,671106,4683350,Logan Allen,False,False,False,False,False,False,False,True,False
chrisroycroft,31261,688297,5201199,Chris Roycroft,False,False,False,False,False,False,False,False,True
yaramilhiraldo,25215,682274,4916585,Yaramil Hiraldo,False,False,False,False,False,False,False,False,True
pedropages,25782,686780,42608,Pedro Pages,True,False,False,False,False,False,True,False,False
nickmadrigal,20521,663611,41170,Nick Madrigal,False,False,False,False,True,False,True,False,False
travisbazzana,sa3025129,,5007707,Travis Bazzana,False,False,True,False,False,False,True,False,False
jonathanpintaro,33980,702752,5291866,Jonathan Pintaro,False,False,False,False,False,False,False,True,True
joshwinckowski,22387,670174,4713488,Josh Winckowski,False,False,False,False,False,False,False,False,True
davismartin,21448,663436,42823,Davis Martin,False,False,False,False,False,False,False,True,False
romygonzalez,21562,663853,42826,Romy Gonzalez,False,True,True,False,False,False,True,False,False
jovanimoran,20422,663558,4722926,Jovani Moran,False,False,False,False,False,False,False,True,True
loutrivino,15043,642152,35844,Lou Trivino,False,False,False,False,False,False,False,False,True
nickyorke,27504,694377,4683379,Nick Yorke,False,True,True,False,False,False,True,False,False
kaiweiteng,24282,678906,42242,Kai-Wei Teng,False,False,False,False,False,False,False,True,False
craigkimbrel,6655,518886,30653,Craig Kimbrel,False,False,False,False,False,False,False,False,True
reiversanmartin,19754,665665,39799,Reiver Sanmartin,False,False,False,False,False,False,False,False,True
kylekeller,18890,,40709,Kyle Keller,False,False,False,False,False,False,False,False,True
philipabner,33821,691769,4926295,Philip Abner,False,False,False,False,False,False,False,False,True
walkerjenkins,sa3022894,,5148963,Walker Jenkins,False,False,False,False,False,True,True,False,False
jjwetherholt,sa3025154,,4941056,JJ Wetherholt,False,False,True,True,False,False,True,False,False
nachoalvarezjr,31765,805373,5133834,Nacho Alvarez Jr.,False,False,False,False,True,False,True,False,False
sethjohnson,26020,686751,42542,Seth Johnson,False,False,False,False,False,False,False,False,True
kylehigashioka,5517,543309,30545,Kyle Higashioka,True,False,False,False,False,False,True,False,False
haydenharris,31913,802686,4297882,Hayden Harris,False,False,False,False,False,False,False,False,True
lazaroestrada,24914,681751,5264531,Lazaro Estrada,False,False,False,False,False,False,False,True,True
bricematthews,33280,694728,4838117,Brice Matthews,False,False,True,False,False,False,True,False,False
elimorgan,20203,669212,41324,Eli Morgan,False,False,False,False,False,False,False,False,True
justinmartinez,24453,679885,5116851,Justin Martinez,False,False,False,False,False,False,False,False,True
ryanbergert,29863,686701,5196249,Ryan Bergert,False,False,False,False,False,False,False,True,False
keeganthompson,19795,624522,41086,Keegan Thompson,False,False,False,False,False,False,False,True,True
ethanroberts,24930,681799,3963340,Ethan Roberts,False,False,False,False,False,False,False,False,True
michaeltonkin,10315,543859,32594,Michael Tonkin,False,False,False,False,False,False,False,False,True
ajpuk,19343,640462,36201,A.J. Puk,False,False,False,False,False,False,False,False,True
colbythomas,31855,687515,4662616,Colby Thomas,False,False,False,False,False,True,True,False,False
albertsuarez,6175,544150,31109,Albert Suarez,False,False,False,False,False,False,False,False,True
randydobnak,23798,677976,42214,Randy Dobnak,False,False,False,False,False,False,False,True,True
dylansmith,30145,681916,4414123,Dylan Smith,False,False,False,False,False,False,False,False,True
jorgelopez,14527,605347,33833,Jorge Lopez,False,False,False,False,False,False,False,False,True
bobbymiller,27483,676272,4326703,Bobby Miller,False,False,False,False,False,False,False,True,True
robzastryzny,15094,642239,36025,Rob Zastryzny,False,False,False,False,False,False,False,False,True
lucassims,13470,608371,32807,Lucas Sims,False,False,False,False,False,False,False,False,True
bradlord,31972,695418,4866810,Brad Lord,False,False,False,False,False,False,False,True,True
jonnydeluca,26365,676356,5005912,Jonny DeLuca,False,False,False,False,False,True,True,False,False
brianvanbelle,27695,687003,41473,Brian Van Belle,False,False,False,False,False,False,False,True,True
craigyoho,33248,684974,4417465,Craig Yoho,False,False,False,False,False,False,False,False,True
joeybart,21524,663698,41168,Joey Bart,True,False,False,False,False,False,True,False,False
cambooser,16061,592155,2560565,Cam Booser,False,False,False,False,False,False,False,False,True
alexcall,19296,669743,38994,Alex Call,False,False,False,False,False,True,True,False,False
jaydenmurray,26482,681151,4722919,Jayden Murray,False,False,False,False,False,False,False,False,True
brysewilson,19990,669060,40922,Bryse Wilson,False,False,False,False,False,False,False,True,True
tyronetaylor,13675,621438,32783,Tyrone Taylor,False,False,False,False,False,True,True,False,False
blakewalston,26270,686796,42442,Blake Walston,False,False,False,False,False,False,False,True,False
nickraquet,20333,675919,41006,Nick Raquet,False,False,False,False,False,False,False,False,True
genesiscabrera,17490,650893,41061,Genesis Cabrera,False,False,False,False,False,False,False,False,True
brandyngarcia,33568,805299,5202600,Brandyn Garcia,False,False,False,False,False,False,False,False,True
esteuryruiz,21780,665923,39680,Esteury Ruiz,False,False,False,False,False,True,True,False,False
johnking,22051,667463,41763,John King,False,False,False,False,False,False,False,False,True
josequintana,11423,500779,32106,Jose Quintana,False,False,False,False,False,False,False,True,False
austinwarren,24937,681810,42848,Austin Warren,False,False,False,False,False,False,False,False,True
bryanhoeing,26304,663773,42200,Bryan Hoeing,False,False,False,False,False,False,False,False,True
anthonykay,20387,,40947,Anthony Kay,False,False,False,False,False,False,False,True,False
miketauchman,15274,643565,33956,Mike Tauchman,False,False,False,False,False,True,True,False,False
cobymayo,28312,691723,4683371,Coby Mayo,False,True,False,False,False,False,True,False,False
juanburgos,27271,686228,5201272,Juan Burgos,False,False,False,False,False,False,False,False,True
carsonragsdale,27508,685068,4218871,Carson Ragsdale,False,False,False,False,False,False,False,True,True
pedroavila,18864,658648,39740,Pedro Avila,False,False,False,False,False,False,False,False,True
andrewwalters,33834,689958,5236382,Andrew Walters,False,False,False,False,False,False,False,False,True
johncurtiss,16128,595928,38159,John Curtiss,False,False,False,False,False,False,False,False,True
andregranillo,29542,701552,5132192,Andre Granillo,False,False,False,False,False,False,False,False,True
michaelgrove,23221,675627,41242,Michael Grove,False,False,False,False,False,False,False,False,True
marcoraya,sa3014550,,4722894,Marco Raya,False,False,False,False,False,False,False,True,True
miguelcastro,15684,612434,33820,Miguel Castro,False,False,False,False,False,False,False,False,True
grantholman,30002,680880,4418343,Grant Holman,False,False,False,False,False,False,False,False,True
danemyers,22054,667472,40048,Dane Myers,False,False,False,False,False,True,True,False,False
mikeclevinger,12808,605182,32769,Mike Clevinger,False,False,False,False,False,False,False,False,True
willbenson,21853,666181,39216,Will Benson,False,False,False,False,False,True,True,False,False
taylorwalls,22458,670764,40576,Taylor Walls,False,False,False,True,False,False,True,False,False
rickytiedemann,sa3018096,,4917902,Ricky Tiedemann,False,False,False,False,False,False,False,True,False
jacksonkowar,21549,663804,41184,Jackson Kowar,False,False,False,False,False,False,False,False,True
willwagner,29634,695238,4413898,Will Wagner,False,False,False,False,True,False,True,False,False
carsonfulmer,18311,608334,34913,Carson Fulmer,False,False,False,False,False,False,False,False,True
andrewhoffmann,29633,694851,5080514,Andrew Hoffmann,False,False,False,False,False,False,False,False,True
ryanburr,17536,621114,39738,Ryan Burr,False,False,False,False,False,False,False,False,True
nickfortes,21538,663743,41674,Nick Fortes,True,False,False,False,False,False,True,False,False
patrickmonteverde,29564,687287,4721043,Patrick Monteverde,False,False,False,False,False,False,False,True,True
samlong,25379,669674,42262,Sam Long,False,False,False,False,False,False,False,False,True
justinhagenman,21546,663795,4991251,Justin Hagenman,False,False,False,False,False,False,False,False,True
calebboushley,19736,676961,41975,Caleb Boushley,False,False,False,False,False,False,False,False,True
yosverzulueta,27765,691172,4717905,Yosver Zulueta,False,False,False,False,False,False,False,False,True
drewthorpe,31967,689672,4629086,Drew Thorpe,False,False,False,False,False,False,False,True,False
saurynlao,21922,666659,5200390,Sauryn Lao,False,False,False,False,False,False,False,False,True
zachpop,20185,647315,41103,Zach Pop,False,False,False,False,False,False,False,False,True
baileyhorn,27753,690544,4414247,Bailey Horn,False,False,False,False,False,False,False,False,True
quinnmathews,sa3023407,,4837405,Quinn Mathews,False,False,False,False,False,False,False,True,False
chaycemcdermott,29866,694646,4415756,Chayce McDermott,False,False,False,False,False,False,False,True,True
roansycontreras,22810,672710,40967,Roansy Contreras,False,False,False,False,False,False,False,True,True
rodderymunoz,25311,682610,5116856,Roddery Munoz,False,False,False,False,False,False,False,False,True
bowdenfrancis,20548,670102,4734325,Bowden Francis,False,False,False,False,False,False,False,True,False
ryanwaldschmidt,sa3025261,,5129344,Ryan Waldschmidt,False,False,False,False,False,True,True,False,False
griffincanning,19867,656288,41065,Griffin Canning,False,False,False,False,False,False,False,True,False
elvispeguero,21652,665625,4881978,Elvis Peguero,False,False,False,False,False,False,False,False,True
nasimnunez,25979,683083,4728688,Nasim Nunez,False,False,True,True,False,False,True,False,False
djherz,26389,687792,4917686,DJ Herz,False,False,False,False,False,False,False,True,False
nolanhoffman,23381,676510,41461,Nolan Hoffman,False,False,False,False,False,False,False,False,True
hunterstrickland,7836,519326,32589,Hunter Strickland,False,False,False,False,False,False,False,False,True
miguelrojas,7802,500743,30791,Miguel Rojas,False,False,True,True,True,False,True,False,False
alejandroosuna,27915,696030,4916547,Alejandro Osuna,False,False,False,False,False,True,True,False,False
robinsonortiz,sa3004006,,41300,Robinson Ortiz,False,False,False,False,False,False,False,False,True
